"","Location","New_suspect","Cumulative_suspect","New_confirmed","Cumulative_confirmed","New_death","Cumulative_death","Date","MediaCloudCount","MobilityWuhan","Mechanistic_pred","Search_index_coronavirus_symptom","Search_index_how_many_degree_is_fever","Search_index_symptom_of_fever"
"1","beijing",0,0,0,0,0,0,2020-01-10,0,1.16,5.54883394477399,1.875,333.75,371.25
"35","beijing",0,0,0,0,0,0,2020-01-11,0,1.16,6.65860073372876,1.875,328.125,586.875
"69","beijing",0,0,0,0,0,0,2020-01-12,0,1.16,8.03046138135159,1.875,345,586.875
"103","beijing",0,0,0,0,0,0,2020-01-13,0,1.16,9.58964436640086,1.875,341.25,622.5
"137","beijing",0,0,0,0,0,0,2020-01-14,0,1.16,11.3164729727603,1.875,324.375,646.875
"171","beijing",0,0,0,0,0,0,2020-01-16,0,1.16,15.909018514286,1.875,318.75,577.5
"205","beijing",0,0,0,0,0,0,2020-01-17,0,1.16,18.8597388630743,1.875,326.25,528.75
"239","beijing",0,0,0,0,0,0,2020-01-18,0,1.16,22.5660451107255,1.875,275.625,371.25
"273","beijing",0,0,0,0,0,0,2020-01-19,0,1.16,26.6477831018742,1.875,322.5,581.25
"307","beijing",0,0,3,5,0,0,2020-01-20,0,1.16,31.5331181792091,1.875,498.75,601.875
"341","beijing",0,0,5,10,0,0,2020-01-21,0,1.16,37.3102020309313,1.875,750,720
"375","beijing",0,0,4,14,0,0,2020-01-22,0,1.16,44.6307274948096,1.875,825,828.75
"409","beijing",0,0,12,26,0,0,2020-01-23,0,1.16,51.9606977824238,1.875,1155,1008.75
"443","beijing",0,0,10,36,0,0,2020-01-24,0,1.16,60.4051572708607,1.875,922.5,663.75
"477","beijing",0,0,15,51,0,0,2020-01-25,0,1.16,65.0079347047668,1.875,1140,873.75
"511","beijing",0,0,16,67,0,0,2020-01-26,0,1.16,64.8048709944475,431.25,1291.875,1123.125
"545","beijing",0,0,13,80,1,1,2020-01-27,0,1.16,66.4175746473328,361.875,1196.25,1246.875
"579","beijing",0,0,16,96,0,1,2020-01-28,0,1.16,68.5733556650259,345,1228.125,1080
"613","beijing",0,0,16,112,0,1,2020-01-29,0,1.16,70.8873374802933,401.25,1224.375,1196.25
"647","beijing",0,0,20,132,0,1,2020-01-30,0,1.16,73.2178477370983,461.25,1166.25,1175.625
"681","beijing",0,0,24,156,0,1,2020-01-31,0,1.16,75.8694820009202,435,1183.125,1286.25
"715","beijing",0,0,27,183,0,1,2020-02-01,0,1.16,78.9697453921918,453.75,1102.5,1252.5
"749","beijing",0,0,32,212,0,1,2020-02-02,0,1.16,81.7850899341004,476.25,1068.75,1046.25
"783","beijing",65,141,16,228,0,1,2020-02-03,0,1.16,85.0490636034589,654.375,1005,986.25
"817","beijing",63,160,25,253,0,1,2020-02-04,0,1.16,88.6388836917021,714.375,1020,990
"851","beijing",65,170,21,274,0,1,2020-02-05,0,1.16,89.296086009984,690,943.125,851.25
"885","beijing",65,170,21,274,0,1,2020-02-06,0,1.16,87.2253084059128,776.25,847.5,780
"919","beijing",83,163,18,315,1,2,2020-02-07,0,1.16,85.3339824528218,858.75,926.25,828.75
"953","beijing",64,184,11,326,0,2,2020-02-08,0,1.16,85.0577213585502,1027.5,892.5,759.375
"987","beijing",94,207,11,337,0,2,2020-02-09,0,1.16,83.6402107295377,1117.5,948.75,804.375
"1021","beijing",86,236,5,342,1,3,2020-02-10,0,1.16,83.0192135689097,1218.75,948.75,909.375
"1055","beijing",86,218,10,352,0,3,2020-02-11,0,1.16,81.5922581161615,1181.25,862.5,761.25
"1089","beijing",61,194,14,366,0,3,2020-02-12,0,1.16,81.4120193965369,1147.5,855,684.375
"1123","beijing",54,167,6,372,0,3,2020-02-13,0,1.16,80.0881699362376,1185,832.5,648.75
"1157","beijing",51,155,3,375,1,4,2020-02-14,0,1.16,80.2566026261925,1153.125,768.75,648.75
"1191","beijing",35,122,5,380,0,4,2020-02-15,0,1.16,79.30975904668,1033.125,684.375,583.125
"1225","beijing",33,116,1,381,0,4,2020-02-16,0,1.16,78.6478343165304,1087.5,723.75,493.125
"1259","beijing",49,128,6,387,0,4,2020-02-17,0,1.16,77.9040544473372,1203.75,761.25,528.75
"1293","beijing",58,145,6,393,0,4,2020-02-18,0,1.16,77.2193047264929,1222.5,766.875,652.5
"1327","beijing",25,125,2,395,0,4,2020-02-19,0,1.16,76.1803741155564,1263.75,761.25,433.125
"1361","beijing",41,114,1,396,0,4,2020-02-20,0,1.16,75.3311270479804,1250.625,742.5,570
"1395","beijing",26,104,3,399,0,4,2020-02-21,0,1.16,74.4755834312472,1301.25,735,560.625
"2","tianjin",0,0,0,0,0,0,2020-01-10,3,0.17,1.78198598838317,0.75,99,192
"36","tianjin",0,0,0,0,0,0,2020-01-11,0,0.17,2.06393606094126,0.75,93,166.5
"70","tianjin",0,0,0,0,0,0,2020-01-12,2,0.17,2.47438985946915,0.75,120.75,178.5
"104","tianjin",0,0,0,0,0,0,2020-01-13,0,0.17,3.04076957414392,0.75,129,193.5
"138","tianjin",0,0,0,0,0,0,2020-01-14,3,0.17,3.60974059866903,0.75,121.5,214.5
"172","tianjin",0,0,0,0,0,0,2020-01-16,0,0.17,5.10974807497795,0.75,117.75,312.75
"206","tianjin",0,0,0,0,0,0,2020-01-17,0,0.17,6.20518301110269,0.75,117,175.5
"240","tianjin",0,0,0,0,0,0,2020-01-18,0,0.17,7.28789065099507,0.75,106.5,156.75
"274","tianjin",0,0,0,0,0,0,2020-01-19,0,0.17,8.76044342657854,0.75,129,334.5
"308","tianjin",0,0,0,0,0,0,2020-01-20,0,0.17,10.4522942105139,0.75,139.5,294
"342","tianjin",0,0,2,2,0,0,2020-01-21,0,0.17,12.3460662898112,0.75,198,190.5
"376","tianjin",0,0,2,4,0,0,2020-01-22,0,0.17,14.9190334343749,0.75,267,355.5
"410","tianjin",14,47,1,5,0,0,2020-01-23,0,0.17,17.1685762485204,0.75,372,415.5
"444","tianjin",27,51,3,8,0,0,2020-01-24,0,0.17,20.223213185553,0.75,364.5,423
"478","tianjin",40,61,2,10,0,0,2020-01-25,0,0.17,21.8504717637659,0.75,554.25,471
"512","tianjin",48,85,5,15,0,0,2020-01-26,0,0.17,22.0316185380023,226.5,573,445.5
"546","tianjin",44,88,8,23,0,0,2020-01-27,0,0.17,22.3848513169523,217.5,568.5,485.25
"580","tianjin",45,103,2,25,0,0,2020-01-28,0,0.17,23.1788794477033,193.5,562.5,511.5
"614","tianjin",40,104,2,27,0,0,2020-01-29,0,0.17,24.0810885784347,198.75,556.5,540.75
"648","tianjin",77,150,5,32,0,0,2020-01-30,0,0.17,24.9164278168113,210,555.75,364.5
"682","tianjin",53,142,2,34,0,0,2020-01-31,0,0.17,25.7224460057239,213,539.25,506.25
"716","tianjin",57,112,11,45,0,0,2020-02-01,0,0.17,27.1461181468346,219,559.5,373.5
"750","tianjin",65,133,4,49,0,0,2020-02-02,0,0.17,28.2403799570872,235.5,552,349.5
"784","tianjin",85,168,14,63,0,0,2020-02-03,0,0.17,29.0761474100835,261,576,355.5
"818","tianjin",97,190,4,67,0,0,2020-02-04,0,0.17,30.422166168379,296.25,558,458.25
"852","tianjin",97,190,3,70,1,1,2020-02-05,0,0.17,30.7396229784683,294,501,475.5
"886","tianjin",97,190,3,70,1,1,2020-02-06,0,0.17,29.6267830300292,321,546,272.25
"920","tianjin",132,297,2,81,0,1,2020-02-07,0,0.17,29.1704435626316,328.5,561,387.75
"954","tianjin",123,287,7,88,0,1,2020-02-08,0,0.17,29.1505236289836,412.5,524.25,254.25
"988","tianjin",120,292,3,91,0,1,2020-02-09,0,0.17,28.7299874523629,445.5,469.5,234
"1022","tianjin",129,278,5,96,1,2,2020-02-10,0,0.17,28.0874565586345,445.5,427.5,280.5
"1056","tianjin",150,328,10,106,0,2,2020-02-11,0,0.17,28.1944862354701,434.25,426,361.5
"1090","tianjin",152,354,6,112,1,3,2020-02-12,0,0.17,27.8930848640321,504.75,435,233.25
"1124","tianjin",172,387,7,119,0,3,2020-02-13,0,0.17,27.9132510032944,502.5,462,431.25
"1158","tianjin",128,357,1,120,0,3,2020-02-14,0,0.17,27.4440917574938,475.5,318,353.25
"1192","tianjin",109,348,2,122,0,3,2020-02-15,0,0.17,27.1861193858176,412.5,285,321
"1226","tianjin",88,285,2,124,0,3,2020-02-16,0,0.17,26.9111079875496,415.5,276,195.75
"1260","tianjin",83,249,1,125,0,3,2020-02-17,0,0.17,26.7390964555875,397.5,277.5,190.5
"1294","tianjin",62,215,3,128,0,3,2020-02-18,0,0.17,26.6451427264045,421.5,267,188.25
"1328","tianjin",57,200,2,130,0,3,2020-02-19,0,0.17,26.2989887634427,354.75,256.5,310.5
"1362","tianjin",37,173,1,131,0,3,2020-02-20,0,0.17,25.8594127330538,336,235.5,175.5
"1396","tianjin",31,131,2,133,0,3,2020-02-21,0,0.17,25.9071176567969,303,223.5,162
"3","hebei",0,0,0,0,0,0,2020-01-10,2,0.62,4.41380881261078,1.5,121.5,337.5
"37","hebei",0,0,0,0,0,0,2020-01-11,1,0.62,5.25654922471518,1.5,130.5,349.5
"71","hebei",0,0,0,0,0,0,2020-01-12,1,0.62,6.33268501208925,1.5,108,318
"105","hebei",0,0,0,0,0,0,2020-01-13,0,0.62,7.63297207809651,1.5,120,628.5
"139","hebei",0,0,0,0,0,0,2020-01-14,1,0.62,9.00071682144119,1.5,123,385.5
"173","hebei",0,0,0,0,0,0,2020-01-16,0,0.62,12.8099287513242,1.5,105,385.5
"207","hebei",0,0,0,0,0,0,2020-01-17,0,0.62,15.2859180214551,1.5,117,313.5
"241","hebei",0,0,0,0,0,0,2020-01-18,0,0.62,18.2260244646628,1.5,112.5,558
"275","hebei",0,0,0,0,0,0,2020-01-19,0,0.62,21.6629031127956,1.5,108,349.5
"309","hebei",0,0,0,0,0,0,2020-01-20,0,0.62,25.7387159096334,1.5,126,402
"343","hebei",0,0,0,0,0,0,2020-01-21,0,0.62,30.5668167951539,1.5,198,402
"377","hebei",0,0,1,1,0,0,2020-01-22,0,0.62,36.7237814929615,1.5,330,366
"411","hebei",0,0,1,2,1,1,2020-01-23,0,0.62,42.6815672298591,1.5,430.5,642
"445","hebei",0,0,6,8,0,1,2020-01-24,0,0.62,49.9949116366997,1.5,474,597
"479","hebei",7,5,5,13,0,1,2020-01-25,0,0.62,54.1051279596145,1.5,798,673.5
"513","hebei",11,13,5,18,0,1,2020-01-26,0,0.62,54.1896218853,624,1056,873
"547","hebei",38,20,15,33,0,1,2020-01-27,0,0.62,55.323769329149,474,894,798
"581","hebei",45,56,15,48,0,1,2020-01-28,0,0.62,57.2711035301765,402,909,1041
"615","hebei",38,68,17,65,0,1,2020-01-29,0,0.62,59.4501437710877,417,886.5,1089
"649","hebei",51,78,17,82,0,1,2020-01-30,0,0.62,61.7157405331363,420,885,816
"683","hebei",47,88,14,96,0,1,2020-01-31,0,0.62,63.8426528971451,462,834,984
"717","hebei",60,104,8,104,0,1,2020-02-01,0,0.62,66.7733961642774,456,753,978
"751","hebei",50,108,9,113,0,1,2020-02-02,0,0.62,69.3528192899444,429,616.5,723
"785","hebei",41,93,13,126,0,1,2020-02-03,0,0.62,71.9592615380774,528,601.5,699
"819","hebei",58,117,9,135,0,1,2020-02-04,0,0.62,74.9221248590655,577.5,588,873
"853","hebei",60,133,22,157,0,1,2020-02-05,0,0.62,75.7316700516478,600,585,609
"887","hebei",60,133,22,157,0,1,2020-02-06,0,0.62,73.468623356008,756,588,606
"921","hebei",36,81,24,195,0,1,2020-02-07,0,0.62,72.3581362097718,801,597,715.5
"955","hebei",26,76,11,206,1,2,2020-02-08,0,0.62,71.8136331225042,957,579,714
"989","hebei",9,61,12,218,0,2,2020-02-09,0,0.62,70.7228260728957,1014,501,568.5
"1023","hebei",15,44,21,239,0,2,2020-02-10,0,0.62,70.1123720967547,978,480,451.5
"1057","hebei",20,43,12,251,0,2,2020-02-11,0,0.62,69.5050231919113,969,483,441
"1091","hebei",11,37,14,265,1,3,2020-02-12,0,0.62,68.8319604421958,960,436.5,360
"1125","hebei",12,39,18,283,0,3,2020-02-13,0,0.62,68.4785001293241,1002,405,417
"1159","hebei",8,33,8,291,0,3,2020-02-14,0,0.62,67.9712438772534,894,372,436.5
"1193","hebei",2,26,9,300,0,3,2020-02-15,0,0.62,67.4083639367516,868.5,349.5,336
"1227","hebei",2,13,1,301,0,3,2020-02-16,0,0.62,66.8263264179307,952.5,345,298.5
"1261","hebei",1,6,1,302,1,4,2020-02-17,0,0.62,66.1468516958281,906,345,567
"1295","hebei",0,0,4,306,0,4,2020-02-18,0,0.62,65.7791458337742,915,339,343.5
"1329","hebei",0,0,1,307,1,5,2020-02-19,0,0.62,65.0500656211137,885,333,537
"1363","hebei",0,0,1,308,0,5,2020-02-20,0,0.62,64.1270754212986,873,339,340.5
"1397","hebei",0,0,1,309,1,6,2020-02-21,0,0.62,63.708678976741,774,327,282
"4","shanxi",0,0,0,0,0,0,2020-01-10,0,0.14,1.85847077191586,0.75,97.5,297
"38","shanxi",0,0,0,0,0,0,2020-01-11,0,0.14,2.22886013542242,0.75,118.5,227.25
"72","shanxi",0,0,0,0,0,0,2020-01-12,0,0.14,2.69512450299389,0.75,111,327
"106","shanxi",0,0,0,0,0,0,2020-01-13,0,0.14,3.25537881758543,0.75,114,198.75
"140","shanxi",0,0,0,0,0,0,2020-01-14,0,0.14,3.78020896649574,0.75,106.5,210.75
"174","shanxi",0,0,0,0,0,0,2020-01-16,0,0.14,5.50961145892302,0.75,80.25,184.5
"208","shanxi",0,0,0,0,0,0,2020-01-17,0,0.14,6.52891841513901,0.75,105,280.5
"242","shanxi",0,0,0,0,0,0,2020-01-18,0,0.14,7.45367127614314,0.75,83.25,204.75
"276","shanxi",0,0,0,0,0,0,2020-01-19,0,0.14,9.247222402347,0.75,76.5,166.5
"310","shanxi",0,0,0,0,0,0,2020-01-20,1,0.14,11.0596809625976,0.75,108,186.75
"344","shanxi",0,1,0,0,0,0,2020-01-21,1,0.14,13.053377883018,0.75,148.5,210.75
"378","shanxi",1,1,1,1,0,0,2020-01-22,1,0.14,15.6029532961496,0.75,292.5,303
"412","shanxi",22,22,0,1,0,0,2020-01-23,2,0.14,18.0891262897588,0.75,462,330.75
"446","shanxi",9,19,5,6,0,0,2020-01-24,4,0.14,21.1961454583494,0.75,464.25,470.25
"480","shanxi",14,28,3,9,0,0,2020-01-25,1,0.14,23.0111785743908,0.75,527.25,477
"514","shanxi",34,57,4,13,0,0,2020-01-26,0,0.14,23.1523282617319,276,537,441
"548","shanxi",23,44,7,20,0,0,2020-01-27,3,0.14,23.6427356022344,235.5,506.25,534
"582","shanxi",21,41,7,27,0,0,2020-01-28,0,0.14,24.8322442217152,223.5,496.5,567
"616","shanxi",28,54,8,35,0,0,2020-01-29,0,0.14,25.4501178307711,222.75,494.25,597
"650","shanxi",23,67,4,39,0,0,2020-01-30,0,0.14,26.3970233014924,219,499.5,483
"684","shanxi",28,75,8,47,0,0,2020-01-31,1,0.14,27.7777312568689,235.5,492,448.5
"718","shanxi",26,64,9,56,0,0,2020-02-01,1,0.14,28.596528433983,271.5,493.5,413.25
"752","shanxi",32,64,10,66,0,0,2020-02-02,0,0.14,30.1628553659309,234,469.5,343.5
"786","shanxi",21,62,8,74,0,0,2020-02-03,0,0.14,31.3078298085651,267,479.25,366
"820","shanxi",14,42,7,81,0,0,2020-02-04,0,0.14,32.7189665808485,298.5,472.5,364.5
"854","shanxi",20,42,9,90,0,0,2020-02-05,0,0.14,32.9178813580263,321,435,291.75
"888","shanxi",20,42,9,90,0,0,2020-02-06,0,0.14,32.0740468554437,301.5,444,441.75
"922","shanxi",28,58,8,104,0,0,2020-02-07,0,0.14,31.3808051948523,298.5,457.5,288.75
"956","shanxi",30,71,12,115,0,0,2020-02-08,0,0.14,31.1948000991654,391.5,438.75,247.5
"990","shanxi",18,63,4,119,0,0,2020-02-09,0,0.14,30.568826095138,497.25,392.25,243
"1024","shanxi",27,58,3,122,0,0,2020-02-10,0,0.14,30.6057990011595,478.5,399,309.75
"1058","shanxi",23,65,2,124,0,0,2020-02-11,0,0.14,30.3751529120126,478.5,369,384.75
"1092","shanxi",24,72,2,126,0,0,2020-02-12,0,0.14,29.8871761485818,454.5,327,353.25
"1126","shanxi",24,71,0,126,0,0,2020-02-13,0,0.14,29.9011352659681,546.75,312,339
"1160","shanxi",12,62,1,127,0,0,2020-02-14,0,0.14,29.7529252827555,411,271.5,194.25
"1194","shanxi",15,43,1,128,0,0,2020-02-15,0,0.14,29.8197400013774,387,241.5,142.5
"1228","shanxi",5,32,1,129,0,0,2020-02-16,0,0.14,29.4119310582057,406.5,233.25,224.25
"1262","shanxi",6,26,1,130,0,0,2020-02-17,0,0.14,29.1911138216498,441.75,219,176.25
"1296","shanxi",3,22,1,131,0,0,2020-02-18,0,0.14,29.0579299426797,465,225,161.25
"1330","shanxi",1,11,0,131,0,0,2020-02-19,0,0.14,28.6273206428829,435,246,165
"1364","shanxi",5,11,1,132,0,0,2020-02-20,0,0.14,28.4906085085096,469.5,223.5,174
"1398","shanxi",2,12,0,132,0,0,2020-02-21,0,0.14,28.4169695696826,427.5,224.25,184.5
"5","innermongolia",0,0,0,0,0,0,2020-01-10,0,0,1.37969197163846,0.5,79,117
"39","innermongolia",0,0,0,0,0,0,2020-01-11,0,0,1.56284085942106,0.5,55,119
"73","innermongolia",0,0,0,0,0,0,2020-01-12,0,0,1.89167865746331,0.5,67,119
"107","innermongolia",0,0,0,0,0,0,2020-01-13,0,0,2.26437516383801,0.5,70,108
"141","innermongolia",0,0,0,0,0,0,2020-01-14,0,0,2.76761140338192,0.5,71,117
"175","innermongolia",0,0,0,0,0,0,2020-01-16,0,0,4.03799275038897,0.5,68.5,112.5
"209","innermongolia",0,0,0,0,0,0,2020-01-17,0,0,4.49766135090296,0.5,49,114
"243","innermongolia",0,0,0,0,0,0,2020-01-18,0,0,5.47849906194454,0.5,73,125
"277","innermongolia",0,0,0,0,0,0,2020-01-19,0,0,6.50201969321982,0.5,67,119
"311","innermongolia",0,0,0,0,0,0,2020-01-20,0,0,7.73719024719097,0.5,80,114
"345","innermongolia",0,0,0,0,0,0,2020-01-21,0,0,9.34085963803168,0.5,114,128.5
"379","innermongolia",0,0,0,0,0,0,2020-01-22,0,0,11.1568925701398,0.5,172,132
"413","innermongolia",2,2,1,1,0,0,2020-01-23,0,0,13.0805639183842,0.5,225,146
"447","innermongolia",4,5,1,2,0,0,2020-01-24,0,0,15.1704172282405,0.5,215,167
"481","innermongolia",0,0,5,7,0,0,2020-01-25,0,0,16.3677205831344,0.5,308.5,231
"515","innermongolia",4,1,4,11,0,0,2020-01-26,0,0,16.4363098916368,269,388,264
"549","innermongolia",1,2,2,13,0,0,2020-01-27,0,0,16.9022786304636,246.5,360,312
"583","innermongolia",3,3,3,16,0,0,2020-01-28,0,0,17.401438623359,219,347.5,328
"617","innermongolia",0,0,2,18,0,0,2020-01-29,0,0,18.1031311774519,148,320,309.5
"651","innermongolia",1,1,2,20,0,0,2020-01-30,0,0,18.8337028126151,210,306,279
"685","innermongolia",4,4,3,23,0,0,2020-01-31,0,0,19.679886897859,230,316,370
"719","innermongolia",5,7,3,26,0,0,2020-02-01,0,0,20.3756120450713,212,316,273
"753","innermongolia",1,4,7,33,0,0,2020-02-02,0,0,21.2708452433788,214,273,320
"787","innermongolia",0,2,4,37,0,0,2020-02-03,0,0,21.8812750273459,222,242.5,227
"821","innermongolia",0,1,5,42,0,0,2020-02-04,0,0,22.8262049876467,237,240,223
"855","innermongolia",4,5,4,46,0,0,2020-02-05,0,0,23.0163398652688,246,231,223
"889","innermongolia",4,5,4,46,0,0,2020-02-06,0,0,22.400417530076,250,237,190
"923","innermongolia",4,12,1,50,0,0,2020-02-07,0,0,22.1754907180447,272,242.5,169
"957","innermongolia",3,11,4,54,0,0,2020-02-08,0,0,21.9043192412675,278,230.5,164
"991","innermongolia",3,12,4,58,0,0,2020-02-09,0,0,21.7702537276805,334.5,241.5,173
"1025","innermongolia",2,10,0,58,0,0,2020-02-10,0,0,21.44268769903,356,237,135.5
"1059","innermongolia",1,11,2,60,0,0,2020-02-11,0,0,21.126450084913,377,231.5,243
"1093","innermongolia",3,13,1,61,0,0,2020-02-12,0,0,20.9791524237326,363,231,136.5
"1127","innermongolia",1,12,2,63,0,0,2020-02-13,0,0,21.079961034655,361,222,133.5
"1161","innermongolia",7,16,5,68,0,0,2020-02-14,0,0,20.8384307218328,335,211.5,139
"1195","innermongolia",4,19,2,70,0,0,2020-02-15,0,0,20.4598880863831,321,191,132
"1229","innermongolia",3,17,2,72,0,0,2020-02-16,0,0,20.5432285899117,365.5,172,118
"1263","innermongolia",0,16,1,73,0,0,2020-02-17,0,0,20.2983999377637,320.5,190.5,105
"1297","innermongolia",3,17,2,75,0,0,2020-02-18,0,0,20.3181511896609,335,199,107.5
"1331","innermongolia",0,17,0,75,0,0,2020-02-19,0,0,19.908975116718,358,172.5,125
"1365","innermongolia",0,16,0,75,0,0,2020-02-20,0,0,19.8625258234761,359,156,113
"1399","innermongolia",0,15,0,75,0,0,2020-02-21,0,0,19.5647334209667,304,148,142
"6","liaoning",0,0,0,0,0,0,2020-01-10,1,0.11,4.9107805269665,1,158,226
"40","liaoning",0,0,0,0,0,0,2020-01-11,1,0.11,5.76775999615904,1,110,152
"74","liaoning",0,0,0,0,0,0,2020-01-12,0,0.11,6.83722534796986,1,134,214
"108","liaoning",0,0,0,0,0,0,2020-01-13,0,0.11,8.23527831252297,1,140,174
"142","liaoning",0,0,0,0,0,0,2020-01-14,0,0.11,9.95512116857038,1,142,217
"176","liaoning",0,0,0,0,0,0,2020-01-16,0,0.11,13.8644135954062,1,137,152
"210","liaoning",0,0,0,0,0,0,2020-01-17,0,0.11,16.9768093056172,1,98,127
"244","liaoning",0,0,0,0,0,0,2020-01-18,0,0.11,20.2247732510445,1,146,170
"278","liaoning",0,0,0,0,0,0,2020-01-19,1,0.11,24.044723213189,1,134,135
"312","liaoning",0,0,0,0,0,0,2020-01-20,0,0.11,28.6816372958273,1,160,144
"346","liaoning",0,0,0,0,0,0,2020-01-21,2,0.11,34.2584465164649,1,228,166
"380","liaoning",0,0,2,2,0,0,2020-01-22,0,0.11,40.8201933632166,1,344,211
"414","liaoning",0,0,2,4,0,0,2020-01-23,1,0.11,47.4850245249064,1,450,302
"448","liaoning",0,0,8,12,0,0,2020-01-24,1,0.11,55.9899820964247,1,430,366
"482","liaoning",18,24,5,17,0,0,2020-01-25,0,0.11,60.5455946937287,1,617,606
"516","liaoning",37,40,5,22,0,0,2020-01-26,0,0.11,60.439158873966,424,776,627
"550","liaoning",22,52,5,27,0,0,2020-01-27,1,0.11,61.8269956313553,342,720,662
"584","liaoning",40,72,9,36,0,0,2020-01-28,0,0.11,63.6528874042745,264,695,688
"618","liaoning",35,85,3,39,0,0,2020-01-29,0,0.11,65.6306148414092,288,640,590
"652","liaoning",45,89,6,45,0,0,2020-01-30,0,0.11,68.3325349851874,292,612,593
"686","liaoning",55,122,15,60,0,0,2020-01-31,0,0.11,70.9950341567524,370,632,572
"720","liaoning",48,116,4,64,0,0,2020-02-01,0,0.11,74.0419654578492,384,632,619
"754","liaoning",56,113,6,70,0,0,2020-02-02,0,0.11,76.5553021304294,324,546,506
"788","liaoning",42,120,4,74,0,0,2020-02-03,0,0.11,79.5911636931534,396,485,452
"822","liaoning",35,127,7,81,0,0,2020-02-04,0,0.11,83.7196783897398,380,480,452
"856","liaoning",42,143,8,89,0,0,2020-02-05,0,0.11,83.6078348279986,421,462,400
"890","liaoning",42,143,8,89,0,0,2020-02-06,0,0.11,81.1564090480543,520,474,302
"924","liaoning",86,226,5,99,0,0,2020-02-07,0,0.11,79.910049955127,532,485,379
"958","liaoning",73,263,6,105,0,0,2020-02-08,0,0.11,79.2388119219725,576,461,266
"992","liaoning",81,280,2,107,0,0,2020-02-09,0,0.11,78.4508676876654,784,483,232
"1026","liaoning",102,331,1,108,0,0,2020-02-10,0,0.11,77.6335298635246,778,474,320
"1060","liaoning",82,287,3,111,0,0,2020-02-11,0,0.11,77.461304520261,609,463,256
"1094","liaoning",86,306,5,116,1,1,2020-02-12,0,0.11,76.4190776307518,667,462,278
"1128","liaoning",66,262,1,117,0,1,2020-02-13,0,0.11,76.2229750852939,705,444,215
"1162","liaoning",66,257,2,119,0,1,2020-02-14,0,0.11,74.7154269186538,702,423,262
"1196","liaoning",69,275,1,120,0,1,2020-02-15,0,0.11,74.1546395094685,633,382,238
"1230","liaoning",45,243,1,121,0,1,2020-02-16,0,0.11,73.0947492940134,618,344,180
"1264","liaoning",64,191,0,121,0,1,2020-02-17,0,0.11,73.3669754100967,616,381,182
"1298","liaoning",64,168,0,121,0,1,2020-02-18,0,0.11,72.7762538563572,682,398,166
"1332","liaoning",26,155,0,121,0,1,2020-02-19,0,0.11,72.262876428371,639,345,229
"1366","liaoning",20,77,0,121,0,1,2020-02-20,0,0.11,71.322313222104,592,312,224
"1400","liaoning",14,40,0,121,0,1,2020-02-21,0,0.11,70.7455267211835,540,296,127
"7","jilin",0,0,0,0,0,0,2020-01-10,1,0,2.35830953955456,0.625,101.875,161.25
"41","jilin",0,0,0,0,0,0,2020-01-11,0,0,2.91173206767951,0.625,101.25,272.5
"75","jilin",0,0,0,0,0,0,2020-01-12,0,0,3.39559891948074,0.625,99.375,158.75
"109","jilin",0,0,0,0,0,0,2020-01-13,0,0,4.08708311179014,0.625,95.625,121.25
"143","jilin",0,0,0,0,0,0,2020-01-14,0,0,4.94428837421057,0.625,71.875,158.75
"177","jilin",0,0,0,0,0,0,2020-01-16,0,0,7.02152114593037,0.625,100.625,160.625
"211","jilin",0,0,0,0,0,0,2020-01-17,1,0,8.30095733224579,0.625,96.875,122.5
"245","jilin",0,0,0,0,0,0,2020-01-18,0,0,10.0637743127546,0.625,98.75,152.5
"279","jilin",0,0,0,0,0,0,2020-01-19,0,0,11.8760498265688,0.625,71.875,135
"313","jilin",0,1,0,0,0,0,2020-01-20,0,0,14.0885483644083,0.625,111.25,138.75
"347","jilin",0,1,0,0,0,0,2020-01-21,0,0,16.791787503365,0.625,132.5,160.625
"381","jilin",0,0,1,1,0,0,2020-01-22,1,0,20.1465073959925,0.625,175,286.25
"415","jilin",0,0,2,3,0,0,2020-01-23,4,0,23.5451413231963,0.625,260,216.25
"449","jilin",0,0,1,4,0,0,2020-01-24,1,0,27.7439347313723,0.625,260,200.625
"483","jilin",3,3,0,4,0,0,2020-01-25,0,0,29.8977068310732,0.625,382.5,294.375
"517","jilin",1,3,2,6,0,0,2020-01-26,0,0,30.2057444201184,265,402.5,442.5
"551","jilin",1,3,2,8,0,0,2020-01-27,2,0,31.0287055116703,255.625,415,352.5
"585","jilin",1,2,1,9,0,0,2020-01-28,0,0,31.857987155017,213.75,430,486.25
"619","jilin",5,10,5,14,0,0,2020-01-29,0,0,33.0724294135059,225.625,426.875,371.25
"653","jilin",3,10,0,14,0,0,2020-01-30,3,0,34.3677994587294,171.875,420,335
"687","jilin",6,10,3,17,0,0,2020-01-31,0,0,35.81923299185,252.5,411.25,318.75
"721","jilin",10,14,6,23,0,0,2020-02-01,0,0,37.0513492460185,236.875,398.75,465.625
"755","jilin",12,17,8,31,0,0,2020-02-02,0,0,38.6054054843543,220,400,412.5
"789","jilin",17,24,11,42,0,0,2020-02-03,0,0,40.140431393763,276.25,393.75,288.125
"823","jilin",48,58,12,54,0,0,2020-02-04,0,0,41.6517894975469,302.5,391.25,251.25
"857","jilin",37,69,5,59,0,0,2020-02-05,1,0,42.1036137222648,333.125,386.25,231.25
"891","jilin",37,69,5,59,0,0,2020-02-06,1,0,41.1879223562776,340,355.625,218.75
